username,date,content,user_location,bulan
ardian_mp,2021-07-07 21:50:34+00:00,"Alhamdulillah sudah vaksin Sinovac, meski sertifikat e ketlingsut. Mengko digoleki.

#AyoVaksin #UsahaSehat #TetapProkes https://t.co/99LmEByWFX",Sulawesi Tenggara,Januari
poteker_dimas,2021-03-01 14:10:51+00:00,"Iya juga ya, setelah vaksin, eh bukan. Setelah sekian lama terbiasa menerapkan protokol kesehatan, memang mulai berkurang sih 👀 https://t.co/BjzBIrydmc",Kalimantan Timur,Maret
andamb91,2021-07-07 04:42:40+00:00,"@mrs_enci Kota Kupang Vaksin 12-17 ada kok, ini lagi daftarin anak umur 14 tahun . Sabtu dan Minggu besok di Lapangan Kejati",Nusa Tenggara Timur,Januari
nyariandreya,2021-06-28 09:34:26+00:00,"pagi vaksin, sorenya di swab, jeg sehat",Bali,Juni
mwahiidd,2021-07-08 05:52:10+00:00,"@nuriindaahs bts nda jadi nampil , karena belum vaksin",Kalimantan Barat,Juni
mematchamatchai,2021-07-07 13:55:35+00:00,"@Hi_Dianra Sippp, berarti kalo aku tidur terus alasannya,""Abis vaksin"" 🤣🤣",Kalimantan Barat,Mei
reza_fadh,2021-06-18 22:58:19+00:00,"Gw saksi hidup ni, org ini tawakal sm allaah utk urusan covid,taat maskeran,vaksin lengkap 2x,tp jalan kemana2 pake mobil rame2,meeting,tp aksinya cm d wil.yg ga pake antigen tujuanny,antigen takut soalny.",Kepulauan Riau,Juni
biyan_yoga,2021-07-10 15:42:05+00:00,"@MindamRandom Jangan lupa jaga kesehatan selalu ya kak, istirahat yang cukup.. nanti hari Senin kami ikut vaksin Covid-19.. doakan saja semoga lancar ya dalam ikut vaksin Covid-19 nya,Amin..

@TGPRNM https://t.co/6d5fQiPt5J",Kalimantan Barat,Februari
iaridlo,2021-03-28 11:45:10+00:00,@Sam_Ardi Momaap ini vaksin sosialis ~~,Jawa Timur,Maret
uthituing,2021-01-14 16:55:05+00:00,"@PanggilsayaYaya Mau vaksin rasa yang dulu, bisaa??",Sumatera Barat,Januari
uus_pm,2021-03-29 23:55:54+00:00,"Pengumuman. 

Hari ini uka ek di vaksin di senayan.😬",Kalimantan Tengah,Maret
Wahyu_New,2021-07-10 09:30:24+00:00,@PLindungi Saya sudah vaksin pertama kenapa belum ada sertifikatnya ya?,Kalimantan Utara,April
KidulLawang,2021-01-29 12:06:14+00:00,PENERIMAAN VAKSIN COVID-19 OLEH BUPATI DI MUARA ENIM DAN FORKOPIMDA MUARA ENIM https://t.co/yGdNuhJ1X5,Kalimantan Tengah,Januari
faggherita,2021-02-08 11:39:15+00:00,"Kasian ya anak daerah, direndahkan dalam dating/friendship pool, terus dianggap kurang pantas pula diprioritaskan untuk mendapatkan vaksin. Padahal juga sumber virus di daerah juga datangnya dari pusat 🙄",Riau,Februari
dravt_,2021-01-18 11:57:55+00:00,"jika tidak vaksin
kalau bepergian akan terus melalui proses swab/rapid kah ?",Bali,Januari
dr_koko28,2021-03-29 01:01:31+00:00,"Dikirimin buletin jurnal dari Perancis. Cerita mengenai vaksin, antibodi, dan sel-T. 

Sedikit printilan mengenai hal tsb sudah saya sampaikan ke publik Indonesia sejak Januari-April 2020. Itu sebabnya pada diajakin puasa/restriksi kalori, tidur awal malam, berjemur &amp; makan ikan.",DKI Jakarta,Maret
noraainiad___,2021-05-29 12:40:54+00:00,"Actually those yg antivax ni kan, time you all babyy, takkan la takde cucuk ape2? Like ECG eh? Hmmmm same function, but different name.. jangan jadi bebal sangat cakap vaksin ni itu lah inilah.. puk kang 😒",Aceh,Mei
saidahafdillah,2021-06-27 00:59:38+00:00,Vaksin dan prokes adalah kunci sukses menekan penyebaran varian covid19. Doa untuk bangsa https://t.co/mOzC4NLkEk,Gorontalo,Juni
shei_sajieda,2021-02-27 14:00:13+00:00,"setelah pemerintah pusat, tenaga kesehatan, kini ASN cilegon akan diberikan vaksin covide-19.

Alhamdulillah.. bentuk ikhtiar diri mengurangi beban Pandemi ini..",Banten,Februari
KmsSulsel,2021-02-07 04:17:32+00:00,Yang Kemarin Khawatir Vaksin karena dari Luar Negeri. Kini Indonesia akan segera produksi Vaksin Covid-19 sendiri. https://t.co/ot2i98S5Nw,Sulawesi Selatan,Februari
NegaraAPI2,2021-04-28 05:31:45+00:00,Total Vaksin Sinovac Yang Dimiliki Indonesia Telah Mencapai 54 Juta Dosis https://t.co/MhoegEMfxF,Sulawesi Barat,April
pontianakpost1,2021-07-08 04:49:20+00:00,"Zona Kuning, Ajukan Penambahan Vaksin https://t.co/QPmA3dSVcq",Kalimantan Barat,Mei
Hilmanfw,2021-02-25 05:50:47+00:00,"Vaksin Covid-19 dosis pertama 🥳, semoga sehat selalu warga twitter https://t.co/OMqNHIWQeZ",Banten,Februari
ocokk_,2021-05-27 03:33:28+00:00,@myliptin Happy vaksin sister,Bali,Mei
wiq1721,2021-01-26 03:45:57+00:00,"vaksinasi Covid-19 
eehh tapi habis vaksin dapetnya es kopi, bukan burjoo 🤣🤣🤣🤣 https://t.co/NCMlOo5dTv",Bali,Januari
him_brian,2021-06-27 04:57:07+00:00,"Baca2, doi uda vaksin pertama &amp; hr ini hrsnya vaksin ke-2 tapi ternyata positif… well, mungkin bs lbh parah klo sblmnya ga vaksin. Gws leadernim.. mana bnyk kerjaan pula dia bbrp waktu ke dpn 😢 https://t.co/A0kjV1YF1Y",Bali,Juni
reza_fadh,2021-01-15 02:31:39+00:00,"@RoysonZain Masi bang..anak2 d skola d vaksin jg,cm d inform dl ke ortu ny",Kepulauan Riau,Januari
elifazeldy,2021-06-27 02:17:50+00:00,@NyimasLaula lha sy kmrn pas antri vaksin aja malah bekel minumnya nescafe kaleng itu 😂,Jawa Tengah,Juni
rahayukusumadw,2021-07-09 01:33:18+00:00,"@KawalCOVID19 Bali emang cepet sih, sebelum pulang dari sana aja (sekitar maret) mereka udah buka vaksin buat warga biasa tapi KTP Bali. Semoga yang lain bisa ikutan nyusul.",Lampung,Juni
ini803D1,2021-04-29 03:58:55+00:00,"Vaksin dulu ..
Agar supaya .. https://t.co/aBR1NsfayX",DKI Jakarta,April
heheheyyyyyyyy,2021-07-10 10:06:02+00:00,"@mks_fess Sudah nder bulan februari lalu, dan alhamdulillah sampai sekarang sehat2 trus padahal tiap hari di RS. Ayo nder vaksin biar bisa lindungi diri ta dan orang2 disekitar ta. Waktu itu efek sampingnya cuman pegal2 dan ngantuk.",Sulawesi Selatan,Januari
_samaraporto,2021-06-17 00:21:34+00:00,"Yuk vaksin untuk mengurangi potensi terjangkit Covid-19
Bangsa Kuat https://t.co/n8QTtoOkqP",Kalimantan Utara,Juni
myaleee05,2021-02-27 14:35:39+00:00,@Muhd_Mohsein @nrsyhrhsmsdn Dia bukan xpercaya pakai mask ke.. Why bother nak vaksin awal2 🤣🤣🤣,Kalimantan Tengah,Februari
TAnanstasia,2021-06-17 00:56:59+00:00,"Minimal kita memperketat prokes dan jangan lupa vaksin.
Bangsa Kuat https://t.co/2lgvL2dYW0",Kalimantan Utara,Juni
miechellinn,2021-04-28 03:24:06+00:00,"Peninn la macam2 jenama vaksin ada, king drag tak nak beralih bidang ke cuba buat vaksin, asyik buat barang moto je, confirm high demand kalau buat vaksin, ramai mat moto belii vaksin",Aceh,April
faisalabie19,2021-04-24 06:29:00+00:00,"Jangan ragu vaksin tidak membatalkan puasa ""ini merupakan fatwa MUI""
#GusMenteri
#tppaceh
@halimiskandarnu
@imansyukri
@yusradaridesa
@Pusat_PPMD
@fachrilabalado
@tppkemendes
@kemendespdtt
@SukoyoKasekpro
@HasanZulfahmi
@AcehTpp https://t.co/dmmIyy5O59",Aceh,April
gustibrewon,2021-07-05 06:55:25+00:00,"Virus mudah dihadapai dengan 5 M plus Vaksin, yang sulit itu Birokratisasi di sekitar urusan virus. https://t.co/acR4WxvFdC",Nusa Tenggara Timur,April
Firnawa41280287,2021-01-13 05:14:59+00:00,"@andi_sharif @jokowi Maaf kalau gak salah ini bukan vaksin yg sekarang,krn kemarin pernah masuk di grup wa,ini kejadian sdh lama",Sumatera Selatan,Januari
hudattamini,2021-01-15 07:01:58+00:00,@Ar1Pangeran @Tonga_Nixon @MataNajwa @NajwaShihab Kenapa pertanyaan @NajwaShihab pertanyaan idiot : 1). Tidak mungkin seorang Presiden mau memprank rakyatnya dan ditonton seluruh Dunia dg pura2 disuntik Vaksin Covid  2) Tidak mungkin seorang Prof.  dan Guru Besar mau disuruh melakukan penipuan seperti itu.,Kalimantan Timur,Januari
briancukx,2021-07-03 15:18:21+00:00,"Tau ga kerumunan yang diijinin pemerintah?

Ya Antri Vaksin lah...",Papua Barat,Februari
ambontribunnews,2021-07-08 07:53:52+00:00,"Australia Beri Bantuan Oksigen, Ventilator, hingga Vaksin AstraZeneca ke Indonesia
 
https://t.co/RsABeccqpd",Maluku,Mei
polsek_senggigi,2021-03-17 22:20:46+00:00,"Vaksin menuju Indonesia Sehat Bebas COVID-19

#divhumaspolri 
#humaspoldantb 
#humaspolreslobar https://t.co/XhuScARiRP",Nusa Tenggara Barat,Maret
lampostco,2021-07-10 09:17:20+00:00,"Pemerintah akan melakukan program vaksinasi ketiga (booster) untuk 1,47 juta nakes yang bekerja di garis terdepan dalam penanganan covid-19 mulai pekan depan.
#Vaksin #VaksinasiCovid19 #vaksincovid19 #lampostco
#airlanggahartarto #lampostco
https://t.co/fKZxz8PF9Z",Lampung,Maret
mawaaaarrrrr,2021-01-17 08:23:39+00:00,"Byk yg gasuka org masih ragu sm kandungan vaksin padahal makan mie ayam/bakso pake saos yg ga jelas asal usulnya ni ya..

Ok. Aku tim yg makan semua itu tnp saos dan kecap can't relate.",Bengkulu,Januari
IDAZAINAL8,2021-04-24 06:01:48+00:00,"Suntikan vaksin tidak membatalkan puasa.... 
@tppkemendes 
@Pusat_PPMD 
@TPPISUMUT 
@BatuTppi 
@halimiskandarnu 
@jokowi 
@fachrilabalado 
@yusradaridesa 
@imansyukri 
@GunawanAbdi7 
@Ogek97759196 
@meanstoruski 
@RizkyAP_Hrp 
@Marwan00528826 
@Suprian02150159 
@NurlenaNasutio4 https://t.co/jyUnx6KjWa",Aceh,April
kisah_inspirasi,2021-03-27 07:40:15+00:00,"Alhamdulillah Papa Mama Sudah di Vaksin, Semoga Negeri Ini Bisa Kembali Pulih dan Normal @ PRPP Jawa Tengah https://t.co/QioBDrtwtM",Jawa Tengah,Maret
renitadyul,2021-03-28 03:23:23+00:00,Mulai dapet undangan vaksin😱,Banten,Maret
d0n_yayak,2021-06-29 19:23:51+00:00,"@wsyran Yess, kakak cew no 2 di Sby tp OTG. Alhamdulillah mgkn efek udh vaksin, gak smpt ktmu kmrn pas aku pulang.",Sulawesi Utara,Juni
maidariyanaa,2021-06-10 04:55:00+00:00,"@kepriinfo Melibatkan dengan kompensasi, wah staf pemprov pada langsung vaksin nih😂😂😂",Riau,Juni
teguhsupriyatno,2021-02-14 12:32:38+00:00,"Vaksin melindungi penggunaannya dari resiko terdampak virus. Jadi, mereka yg tak ingin divaksin akan rentan dgn resiko tsb. Terus kenapa dipaksa?",DI Yogyakarta,Februari
msleegyo,2021-03-29 11:01:57+00:00,"Efek samping vaksin tadi adalah ngantuk berkepanjangan... fyi, aku baru bangun tidur 🤣",Kalimantan Tengah,Maret
hudattamini,2021-03-25 05:58:53+00:00,"@febridiansyah @suzli05 Mereka itu bukan mengeritik tetapi menghina bahkan memfitnah, contoh ada yg mengatakan vaksin itu tong sampah tetapi ternyata dia ikut vaksin, itukan brengsek  ..... Anda jangan mulai jadi Kadrun ya ...... 😛😛😝",Kalimantan Timur,Maret
mayasaurusss,2021-06-28 14:59:33+00:00,"@31oktoberultah Vaksin
Korlap e ganti ibuk e ajis, tiada hari tanpa gopoh 😭",DI Yogyakarta,Juni
DidiTommy,2021-01-13 17:08:26+00:00,"Menurut saya, menolak vaksin sih bole aja krn kalau dipaksain nanti dikatakan pelanggaran HAM. Dalam konteks ini ada konsekuensinya. Jika org yg menolak tsb kemudian terpapar covid19, pemerintah dlm hal ini bpjs tidak akan melakukan pertanggungan rs dan obat2an terhadap org ybs",Sumatera Utara,Januari
Hidayah_Art,2021-03-19 09:31:06+00:00,Dukungan pemerintah utk penelitian dan pengembangan inovasi farmasi ini untuk kepentingan kita bersama. Yaitu untuk mempercepat ketersediaan vaksin yg saat ini sangat dibutuhkan,Jawa Tengah,Maret
yudhapati88,2021-02-04 02:13:45+00:00,waini.. dihukummati klo di China pemalsu vaksin kekgini. https://t.co/dffXjhgFc0,Jawa Tengah,Februari
HertadiR,2021-06-08 00:25:55+00:00,"Yin Weidong, kepala produsen vaksin China Sinovac, mengatakan kepada China Central Television pada hari Sabtu bahwa perusahaan baru-baru ini menyelesaikan uji klinis fase kedua. 
Percaya Kinerja Pemerintah",Sulawesi Tenggara,Juni
DahlanMahmud,2021-01-27 15:01:31+00:00,"Sebaiknya Menkes lebih fokus penanganan covid dan penyaluran vaksin secara merata sampai keposok negeri, tidak perlu mempermasalahkan hasil kerja yang sudah berlalu, yg kurang diperbaiki, yg sudah bagus lebih ditingkatkan lagi, jangan bikin polemik yg tidak bermanfaat utk publik. https://t.co/hcvDW6wlc9",Banten,Januari
UcupCarrick,2021-06-22 21:07:41+00:00,Nanti mau vaksin…makanya space nonbar off dulu lah…hehehe…kirain ga nonton partai dini hari tadi…,Kepulauan Riau,Juni
gucayyy,2021-06-20 17:15:26+00:00,info vaksin medan dong.,Sumatera Utara,Juni
infoambon11,2021-07-03 11:22:40+00:00,Walikota : Masuk-Keluar Ambon Wajib Rapid PCR Negatif dan Surat Vaksin https://t.co/8ccrbhtoRG,Maluku,Mei
RioDwira,2021-06-25 01:13:57+00:00,"indonesia pulih dengan selalu waspada penularan covid19 ayo kita lawan dengan patuh prokes dan ikut vaksin

Damai Indonesiaku https://t.co/A4trQ9bXrM",Gorontalo,Juni
ChangRin_shim,2021-07-08 01:35:31+00:00,@lacaralaCR @FaheemYounus Iya. 3 bln stelah dinyatakan sembuh baru bisa vaksin,Nusa Tenggara Timur,Februari
ichal_Jafar,2021-07-04 02:47:31+00:00,"Innalilahiwainnailahirijiun makin banyak yang meninggal karena covid, tapi makin banyak yang tidak peduli, vaksin tidak mau, terapkan protokol kesehatan juga ogah ogahan .",Sulawesi Tenggara,Januari
poskupangcom,2021-07-04 10:52:30+00:00,"Wagub NTT Nae Soi Akui Vaksinasi Lambat, Minta Para Bupati Inovasi Percepatan Vaksin di Daerah
 
https://t.co/ChuZzPKlYe lewat @tribunnews",Nusa Tenggara Timur,Januari
RareDarL_N,2021-07-07 05:32:03+00:00,kayaknya emang belum berjodoh ama nih vaksin... dahlah besok aja 😑,Nusa Tenggara Timur,Februari
MuksinHasibuan,2021-06-28 12:25:08+00:00,@NovalAssegaf Bisnis jualan vaksin dgn mengorbankan rakyat.. dasar rezim busuk..!,Aceh,Juni
JusufKristianto,2021-01-29 01:48:27+00:00,Bagaimana Vaksin Bekerja? https://t.co/sx86DQHocG,DKI Jakarta,Januari
Emayant63176260,2021-06-29 02:03:16+00:00,"Ayo terapkan protokol kesehatan 5 M dan mengikuti program vaksin dari pemerintah, untuk melawan covid-19. 
Doa Untuk Bangsaku https://t.co/o9uIRXNMb2",Kepulauan Bangka Belitung,Mei
Srhmdn29_,2021-06-29 05:27:03+00:00,Disuruh vaksin tapi takut😖,Sumatera Utara,Juni
RachmadMD,2021-03-24 04:54:57+00:00,Vaksin tahap pertama https://t.co/2mTD7QNwBx,Sumatera Selatan,Maret
Dodi19Pangeran,2021-06-27 01:41:39+00:00,"@humaira979 Selesai ambo di vaksin... Tetangga ambo nanyo.. ""itu batua basi barani nan di masukan ka tubuah awak?"",,,,,kehabisan kato2 ambo utk manjaweknyo.... 😀😀",Sumatera Barat,Juni
IndraPe48953386,2021-06-03 08:08:50+00:00,Mari kita vaksinasi kawan #vaksin #indonesia #covid19 https://t.co/9xD4Y0DaBB,Kepulauan Riau,Juni
xxi2209,2021-07-09 18:53:29+00:00,"@riizkyaji Kak maaf yg tau dong aku ada riwayat alergi obat, boleh vaksin ga si ya? Mau vaksin aku maju mundur huhu",Lampung,April
zailaniefiqrie,2021-07-10 06:58:20+00:00,@findantisym Demam abis vaksin wajar koook. Berarti vaksinnye bekerje.,Kalimantan Barat,Februari
azwuannazmi,2021-02-27 02:08:32+00:00,"Tumpang tanya, cip dalam vaksin tu depa pakai cip apa ?",Aceh,Februari
KarebaHariIni,2021-07-09 20:47:50+00:00,VIDEO: Ricuh Rebutan Karcis Vaksin Covid-19 di Tana Toraja https://t.co/vY9t0U4H8v,Sulawesi Selatan,Januari
dishub_bwi,2021-06-07 08:28:31+00:00,"INFO Vaksin Drive Thru

Bagi dulur Lare Using Pengemudi angkutan umum baik angkot, taxi, ojek konvensional maupun online dan sopir bus yang belum vaksin diharapkan agar vaksin mulai besok di GOR Tawangalun dengan syarat membawa KTP saja 🙏 https://t.co/vMMHy82lzD",Kalimantan Selatan,Juni
IndonesiaSehatt,2021-07-09 04:51:55+00:00,"Cek Lokasi Vaksin di Jakarta
#BersatuLawanCovid19
#GerakanBerbagiUntukWarga https://t.co/qJggonEDYR",Lampung,Februari
betmington,2021-05-29 04:54:21+00:00,Ngechat semua teman2 nakesku perkara mau di vaksin astrazeneca sm kantor takut bgt krn baca2 yg di bawah 30th tidak dianjurkan. Padahal di Bali semua banjar jg pake itu🥲,Banten,Mei
TAnanstasia,2021-06-17 00:56:59+00:00,"Minimal kita memperketat prokes dan jangan lupa vaksin.
Bangsa Kuat https://t.co/2lgvL2dYW0",Kalimantan Utara,Januari
ganjaxganja,2021-06-29 14:57:11+00:00,Hari ketiga pasca vaksin. Pandangan kabur eyyy kaya belekan gitu jadi gajelas tapi lagi ga belekan. Ngerti kan? Apa efek kebanyakan tidur dr pagi sampe sore trus malam gabisa tidur karena parno sama rasa sakit,DKI Jakarta,Juni
deseugiru,2021-06-29 13:07:59+00:00,Tadi pagi niatnya mau vaksin. Sehari sebelumnya udh ke kelurahan buat daftar. Ternyata isi formnya di puskesmas lgsg. Di jadwal tulisannya jam 8. Eh sampe sana form udh abis. Jd ga guna naro pendaftaran di kelurahan,DKI Jakarta,Juni
ikkii_ali,2021-07-09 21:55:40+00:00,@masnyalaginguli @Oktrikamap vaksin pake japanese dulu lah,Sulawesi Tengah,Januari
hudattamini,2021-01-10 06:17:02+00:00,@AurorA72834911 @SBYudhoyono @mohmahfudmd @Dr_Moeldoko @prabowo @Puspen_TNI @DivHumas_Polri @hnurwahid @MardaniAliSera @RachlanNashidik @BennyHarmanID @Andiarief__ @RestyResseh Hanya Sby yang ngomong bahwa dengan Vaksin semuanya akan kembali Normal......  Saya tdk pernah Dengar atau baca pernyataan2 Presiden dan Menteri2nya Tidak pernah ngomong gitu.... Jadi itu hanya omongan dari Sby.... 😂,Kalimantan Timur,Januari
FAISALKARIMSH1,2021-06-26 06:35:22+00:00,"KEGIATAN PENGAWALAN VAKSIN DARI INSTALASI FARMASI KE PUSKESMAS KECAMATAN KOTA TENGAH 
pada hari ini Sabtu tanggal 26 Juni  2020 Pukul 14.15 Wita, bertempat di Instalasi Farmasi Jl. Arif Rahman Hakim Kelurahan Dulalowo Timur Kec. Kota Tengah Kota Gorontalo https://t.co/1wthKrjsRn",Gorontalo,Juni
DitaWah08171572,2021-06-20 01:29:12+00:00,"cegah penularan dengan vaksin, NKRI Sampai Mati https://t.co/jWiE708dn3",Sulawesi Tenggara,Juni
huahuuaaahaaa,2021-01-29 10:24:06+00:00,"@danny_APP @FathurIrham kemaren sedikit berspekulasi juga karna sentimen vaksin presiden bagus banget, ternyata kena prank 🤣",Banten,Januari
faggherita,2021-02-08 11:39:15+00:00,"Kasian ya anak daerah, direndahkan dalam dating/friendship pool, terus dianggap kurang pantas pula diprioritaskan untuk mendapatkan vaksin. Padahal juga sumber virus di daerah juga datangnya dari pusat 🙄",Kepulauan Riau,Februari
siwiwin,2021-05-15 23:33:28+00:00,"@geloraco Padahal udah vaksin, udah swab dan prokes saat pesta...",Sumatera Utara,Mei
Jannah_58,2021-06-28 03:50:34+00:00,"Senang punya teman yg excited mau di vaksin..
Yang sengaja meluangkan waktu buat cari faskes yg sedia vaksin..",Sulawesi Tenggara,Januari
rodi_mr,2021-06-15 07:07:50+00:00,"Penonton Euro Bebas Ngga Jaga Jarak dan Ngga Pakai Masker..
Bermodalkan dua kali vaksin dan surat bebas covid, apakah mereka sudah kebal?

Atau vaksin mereka berbeda dengan kita ? https://t.co/LLE7AMGJbN",Sumatera Utara,Juni
kev_under,2021-07-10 00:10:01+00:00,"Ini Dua Jenis Vaksin yang Diklaim Efektif Cegah Mutasi Virus Corona India

Yuk Disiplin PPKM 
https://t.co/IV1CdR9IDr",Gorontalo,Januari
RareDarL_N,2021-07-07 05:32:03+00:00,kayaknya emang belum berjodoh ama nih vaksin... dahlah besok aja 😑,Nusa Tenggara Timur,Maret
LinaAyamBismi,2021-05-29 23:54:33+00:00,"Mommy mohon 350 dos vaksin Covid untuk menjamin bekalan AYAM BISMI sebanyak 1,000,000 ekor atau 1 juta ekor sebulan. Boleh kan?",Papua,Mei
patriciahalim12,2021-07-10 15:56:36+00:00,"@PLindungi min mau tanya saya sudah suntik vaksin kedua tgl 8 Juli tp sampai sekarang saya belum dapat sms untuk sertifikat, di applikasi pedulilindungi juga data saya tidak ada , bagaimana min? Bisa tolong di cek?",Sulawesi Utara,Januari
adam_godamm,2021-01-25 08:21:54+00:00,"@aprisulistiyant Jangan lupa vaksin, pakai masker &amp; jauhi krumunan",DI Yogyakarta,Januari
mhzqshf,2021-01-29 13:27:50+00:00,"I just wonder la. Yg keluar bercuti kesana kesini rakyat. Yg tak jaga sop rakyat. Yg anti vaksin pn mostly rakyat. Tapi kenapa salahkn kerajaan eh🤔 Kalau salah tolong bagitau sebab mana la saya tau, saya kan ikan",Aceh,Januari
panggilajasofii,2021-04-20 03:53:19+00:00,oh gini tah rasanya vaksin,Sulawesi Selatan,April
ocokk_,2021-05-28 02:45:52+00:00,"Vaksin dulu baru Babi Guling
15k, mantap ga tuhh.. https://t.co/XsOsijsDI7",Bali,Mei
damai_01,2021-07-09 12:23:27+00:00,"Vaksin Moderna Sangat Efektif Cegah Covid-19 pada Remaja

Yuk Disiplin PPKM

https://t.co/hVz8zUXIf0",Papua Barat,April
gucayyy,2021-06-29 17:18:31+00:00,"ada ga sih yg baru vaksin belum seminggu udah tes swab, hasilnya gimana?
jadi positif atau negatif ya?",Aceh,Juni
polsek_sentani,2021-03-11 05:56:53+00:00,"Setelah menerima vaksin, masyarakat tetap harus mematuhi protokol kesehatan
#TetapDirumahAja
Selalu Disiplin 5M https://t.co/18w3rKCGrm",Papua,Februari
lokastiti,2021-03-28 11:42:37+00:00,"Ortu mau mudik minggu depan. Padahal duaduanya gak eligible buat vaksin, teteeeep aja ya 😶",DKI Jakarta,Maret
fadilakaila,2021-07-07 14:24:20+00:00,@FessPonti karna pas screening aku di tunda dulu vaksin krn bengek,Kalimantan Barat,Januari
mematchamatchai,2021-07-07 15:42:03+00:00,"@77umsrjnh_ Emang uma kapan yg pertama? Kok aku baliknya nanti agustus yeee😶 baru dosis pertama, vaksin sinovac maa",Kalimantan Barat,Januari
Degisugi3,2021-06-22 03:34:47+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Yuk Disiplin Prokes https://t.co/WF7841oCjb",Kepulauan Bangka Belitung,Juni
muthahhar_06,2021-06-28 15:06:58+00:00,"Kasian mau ngurus apa apa di persusah karena belum vaksin. Astagaa,, sungguh dzalim ini aturan.
Cukup menakut2in masyarakat dengn covid, jangn lagi di takuti/persulit dengn tdk adanya kartu vaksin itu. 🤧",Sulawesi Tengah,Januari
sixshotshahril,2021-05-29 12:11:56+00:00,"@ttttantiana Yeah. Not everyone pandai nak register vaksin ni. Siapa yang dapat, kita tumpang gembira. #roadtoherdcommunity",Sulawesi Utara,Mei
SuaraRakyat46,2021-06-25 00:54:10+00:00,"Vaksin COVID-19 masih efektif tangkal varian apha dan Delta

Damai Indonesiaku https://t.co/NrAKxLgTiP",Kalimantan Utara,Januari
NegerImpian,2021-06-29 01:42:52+00:00,"Menkes Budi Sebut Vaksin yang Dipakai Indonesia Efektif Lawan Covid-19 Varian Delta Doa Untuk Bangsaku
https://t.co/5M9d7qaziu
https://t.co/5M9d7qaziu",Sumatera Barat,Juni
28mynumber,2021-06-29 07:21:56+00:00,Vaksin pertama pas lg baru dapet tuh rasanya 😌,Bali,Juni
sir_amirsyarif,2021-06-17 11:36:09+00:00,@CNNIndonesia EMANG ANGGOTA @DPR_RI PADA TOLOL. SEJAK KAPAN PERSETUJUAN UJI KLINIS VAKSIN KALIAN YANG TENTUIN? MASALAH KESEHATAN KALIAN POLITISIR DEMI KEUNTUNGAN SEPIHAK!!! 🤬,Sumatera Utara,Juni
cakasana,2021-03-27 03:53:56+00:00,@SRIR84977887 @sehatsurabayaku Udah2 udah dapet tapi selisih 1 hari. Habis vaksin kemarin ga ada debrief jg jadi bingung ibu,Jawa Timur,Maret
arifnur,2021-01-23 05:51:29+00:00,Ketimpangan akan sangat kelihatan kalau ada vaksin gratis dan vaksin berbayar Pak Wapres. Semoga bisa bersabar dulu sampai vaksin gratisnya selesai dan dapat semua. https://t.co/LNqchajCbf,DI Yogyakarta,Januari
Ramadhanidk,2021-04-19 09:17:06+00:00,Vaksin hanya untuk orang2 yang percaya virus gk jelas ini 😁 https://t.co/52hU85gFQ5,Jawa Timur,April
Rsymakiyana,2021-07-09 04:46:05+00:00,"Bisa gk, abis vaksin langsung bisa lupa semua tentang mu?!",Maluku Utara,Februari
damai_01,2021-07-09 12:23:21+00:00,"Ini Dua Jenis Vaksin yang Diklaim Efektif Cegah Mutasi Virus Corona India

Yuk Disiplin PPKM

https://t.co/sQXx3i2r60",Papua Barat,April
_Kresnawijaya,2021-07-09 02:46:48+00:00,"kasian Hp-nya Alta, Hp nya Smart Alta-nya nggak.

Singapura merencanakan itu dengan kondisi Vaksin sudah 70% dari total keseluruhan masyarakatnya.

China juga dan Wuhan kota asal mula kisah pandemi ini sudah Nol Kasus.

Indonesia, manusia kayak Alta makin banyak makanya ga kelar. https://t.co/DypWHfQVyn",Kalimantan Barat,Maret
pailaodeh,2021-04-08 00:30:13+00:00,@rizkyonyex Kamek udah vaksin kedua. Aman 😆,Nusa Tenggara Barat,April
ikrihakiki,2021-05-18 05:58:15+00:00,vaksin terakhir done ✅ saya dan pak erick tinggal menunggu vaksin beliau yg tak kunjung usai https://t.co/afuvdkmNea,Jawa Tengah,Mei
IriawanSusilo,2021-06-04 01:30:13+00:00,"Ingat! 5M! Mari bersama, bersinergi, Sinergi Indonesia

#covid #covid19 #vaksin #vaksinasi https://t.co/a67rdjXbJo",Papua Barat,Juni
deyelela,2021-02-16 11:49:20+00:00,vaksin dosis 2 perih pegel mantap gini,Jawa Barat,Februari
biofarmaID,2021-01-27 10:08:15+00:00,"Presiden Jokowi sebagai orang pertama yang divaksin di Indonesia tanggal 13 Januari 2021 lalu, kembali disuntik vaksin hari ini, Rabu (27/1).

#JokowiVaksinKe2
#BUMNuntukIndonesia https://t.co/qMLB1mjW15",Jawa Barat,Januari
HBontoala,2021-02-05 03:02:27+00:00,Vaksin adalah cara ampuh dalam penanggulangan penyebaran covid 19 https://t.co/OAZ1L5cmdY,Sulawesi Selatan,Februari
gustibrewon,2021-07-04 05:03:46+00:00,"Jika ada salah dalam manejemen rantai pasokan dan stok, rakyat jangan jadi korban akibat kelalaian. Mesti ada solusi dari jajaran @KemenkesRI  terkait kondisi ini. Rakyat sudah mau divaksin, koq dibuat ribet. Pak @jokowi  ajak vaksin, tapi manejemen koq kayak begini?",Nusa Tenggara Timur,April
