username,date,content,user_location,bulan
bugismanis1,2021-07-06 09:32:25+00:00,"@terongkrispiyk Beda2 seh pakde, ada yg sinovac n ada jga astrazaneca, kebtulan tdi sy dapatx sinovac, otomatis vaksin kedua sinovac jga",Sulawesi Tenggara,Januari
RakyatBicara10,2021-06-25 02:39:00+00:00,"Hindari denda dengan vaksin covid-19.
Damai Indonesiaku https://t.co/VL3iQZo8mc",Kepulauan Bangka Belitung,Juni
mzeinizen,2021-02-03 09:06:10+00:00,"Vaksin pertama, Allahuakbar @KemenkesRI @UmarHsb75 @Kemdikbud_RI https://t.co/ODTGd0K0r5",Sumatera Utara,Februari
stellacardosoma,2021-06-21 00:26:41+00:00,"Ayo vaksin dan terapkan selalu prokes 5M.
NKRI Selalu Dihati https://t.co/Y2djlIGha9",Kalimantan Utara,Januari
_samaraporto,2021-06-17 00:21:34+00:00,"Yuk vaksin untuk mengurangi potensi terjangkit Covid-19
Bangsa Kuat https://t.co/n8QTtoOkqP",Kalimantan Utara,April
mpujayaprema,2021-03-12 22:34:12+00:00,"Denpasar sangat dimanjakan. Hampir semua RS dapat jatah vaksin. Juga apotek Kimia Farma. Tapi ya itu yg daftar harus KTP Denpasar atau surar domisili. Kenapa vaksin gak disebat ke seluruh kabupaten? Tapi mungkin covid hanya parah di Denpasar, jadi prioritas... https://t.co/6Db5BuXg7l",Kalimantan Selatan,Maret
ahmadamzar2201,2021-02-27 12:56:09+00:00,Bagi frontliner dululah ambil vaksin Covid-19 tu. Pimpinan politik yang bukan utama boleh tunggu dulu. Benda common sense kut. 🤔,Sulawesi Utara,Februari
poncobasah,2021-06-29 01:23:44+00:00,"Menkes Budi Sebut Vaksin yang Dipakai Indonesia Efektif Lawan Covid-19 Varian Delta. Doa Untuk Bangsaku
https://t.co/qUWsP0oqHl",Gorontalo,Juni
ayunandaseptian,2021-06-29 06:43:27+00:00,Padahal besok mau vaksin kenapa ngedadak jd gatel idung&amp;meler🤧,Sulawesi Selatan,Juni
Fathul_Patoel,2021-04-01 03:03:06+00:00,Eh ini udah pada mulai vaksin apalagi yg lansia. Emang gimana sih alur pendaftaran vaksinasi ini agar bisa divaksin di luar dari program vaksin bersama seperti BUMN ato PNS dan aparatur sipil ato tenaga medis? Ada yang tau?,Sumatera Selatan,April
AhmadPrima12,2021-01-13 04:01:41+00:00,Semoga dengan adanya vaksin bisa kembali normal lagi pak walaupun masih harus dengan protokol kesehatan 💪 https://t.co/Ajd1sN1GiL,Sumatera Utara,Januari
papuachanneltv,2021-07-07 02:10:03+00:00,"RATUSAN WARGA KOTA SORONG IKUT SERBUAN VAKSIN TNI AL   #papua #papuabarat #PapuaUpdate #beritapapua #papuaterkini #jendelapapua #kotasorong #Covid19 #PakaiMasker 

https://t.co/owL4F1pJOQ https://t.co/ZAj4bS0hd8",Papua Barat,Februari
lendirgyarados,2021-02-12 11:14:17+00:00,@papayoghurt @citicolin Iyaaaa..... Kabid yanmed penunjang ku kemaren didatengin verifikator vaksin. Buru buru dah ini nyelesain jadwal vaksin pertama yg belum dapet biar bisa disecure-in buat orang ybs.,Bali,Februari
LiomLunik,2021-06-29 01:35:43+00:00,"Vaksin dan prokes solusi jitu atasi pandemi.

Doa Untuk Bangsaku https://t.co/qzVnQX56dX",Gorontalo,Juni
Marwah_Widuri,2021-07-09 06:45:53+00:00,"Inti aturan pemerintah ini sebenarnya adalah diam aja di rumah gak usah kemana2 dan vaksin secepatnya..
Tapi kok gimana ya rasanya 🙄",Maluku Utara,Februari
AdvisorPFI,2021-01-29 13:06:58+00:00,"*Bagi BPN 2021* - *Marah terus sbb hanya bersasar utk golongan b40/m40 sahaja*

*Tak bagi BPN 2021* - *Mengamuk pula,  sebab kata rakyat terjejas*

*Cucuk Vaksin* - *Marah-marah terus, kata tu agenda Yahudi*

*Vaksin lambat sampai - Maki kerajaan kerana lembab edar*",Kalimantan Tengah,Januari
nikmahazii,2021-06-29 16:50:08+00:00,Semoga vaksin dosis 2 segeran kaya kemarin 🥺🥺🥺,Kalimantan Tengah,Juni
mynameispahhh,2021-06-29 18:18:24+00:00,"Klua umah skli je pegi klinik cuk vaksin hep b, tu pun approximately 2.1km je 🤦‍♀️🤦‍♀️

Dh brpe bln negara kita kes beribu2 tiap hari, SAMPAI BILA NK MCM NI? SAMPAI BILA? HARUS KU BERTANYA FIRASAT HATIMU YG TERUS MEMBISU SEGALA DENDAMKU KINI TLAH MENJADI BEBANAN JIWA https://t.co/tCKlmVHFti",Sulawesi Utara,Juni
fariscim,2021-06-28 01:02:05+00:00,"antusiasme masyarakat yang mau vaksin, pinuh pisan broo.

lokasi klinik kesdam siliwangi, cimahi. https://t.co/tShzuhMxIU",Jawa Barat,Juni
Anjaswisesa_K,2021-07-10 11:38:48+00:00,@borntobestub Aku. Ih dimana mau vaksin disana aja,Lampung,April
ribkadel,2021-05-20 06:51:37+00:00,"Yang kmaren ngebacotin ""toh perusahaan yang nanggung vaksin"" lu pada pernah kerja beneran kagak sik anjir

Ginian pasti ada lah https://t.co/u1evYsJVbm",Sumatera Utara,Mei
Anangtyanto,2021-04-29 13:42:53+00:00,Ketika berjuang untuk mendapatkan vaksin di Surabaya @ Grand City Surabaya Mall &amp; Convex https://t.co/Q5qDC7Xzlo,Jawa Timur,April
siprinar,2021-07-10 03:36:41+00:00,"Kemarin saya mendatangi dua faskes. Puskesmas terdekat bilang, kami belum layani vaksin tahap pertama krn stok terbatas. Kami layani vaksin tahap 2. Lalu diarahkan utk ikut di sini. Dapat jadwal hri Minggu pagi. Semoga aman-aman saja. https://t.co/NbJBE4kI80",Nusa Tenggara Timur,Mei
muntaco_LA86,2021-07-08 05:52:21+00:00,"@EnggalPMT Cm skrg mau ndak vaksin sdh d ancam ndak bisa terbang, ndak bisa urus SIM dan administrasi lainnya. Itu yg membuat mau tdk mau hrs vaksin",Kalimantan Barat,Februari
Agusnissin1,2021-01-27 03:35:06+00:00,@rainy_rainyta08 Iya bener itu info nya.. Dulu pernah ikut aku vaksin gratis dari korea,Jawa Tengah,Januari
wahyu_nur_f,2021-06-29 04:47:22+00:00,@ariawc Vaksin nndi bor,Jawa Timur,Juni
achietmokoginta,2021-06-29 16:43:52+00:00,"@timmymalachi Lah yang penting dapet vaksin lengkap kan 🙄, aku juga nanti ke 2 di puskesmas pd aren. @ombotaakk yang pertama di Santika ke 2 juga di puskesmas.",Sulawesi Utara,Juni
riningsih57,2021-01-27 13:01:13+00:00,"Side effect nya vaksin ada yg laperan trus gt gasih? Divaksin berasa dikasih suplemen makan, lapar trus.",Banten,Januari
Kotjo3,2021-05-29 06:21:39+00:00,Mantap...nanti setelah Dapat Undangan Vaksin....Tapi kapan ya🤭🤭🤭🤭😁😁😁🤝🤝🇲🇨💪💪🇲🇨🇲🇨🇲🇨🇲🇨 https://t.co/ejf99kCM43,DKI Jakarta,Mei
aoi_usagi79,2021-04-29 22:11:16+00:00,"@katzen_jammer Cmiiw setau saya AZ dan J &amp; J itu platform vaksinnya viral vector. DNA virus dibawa virus lain yg sdh dimodifikasi agar aman. Mnrt FDA seharusnya tdk bs integrasi ke genom. Boleh tahu capture jurnal itu dr mana? 
Utk vaksin mRNA, krn mRNA ini turunan dr DNA, dia ga ke inti sel",Sulawesi Utara,April
Hidayah_Art,2021-03-19 13:18:54+00:00,@IhwanBiru Ngarep pengen segera vaksin dan pakai buatan negeri sendiri 😍,Jawa Tengah,Maret
d0n_yayak,2021-03-29 14:00:08+00:00,"@CoachJustinL Eeh tp direview ambek media barat efikasi e lbh apik timbang pfizer ato astrazeneca, sinovac, opo maneh vaksin Nusantara sing gak jelas iku 😅",Kalimantan Tengah,Maret
polsek_bergas,2021-05-20 07:36:46+00:00,Giat pendampingan satgas covid 19 melaksanakan vaksin kpd warga lansia di wilayah Kecamatan Bergas dan Pringapus https://t.co/QzjcL7WgJH,Jawa Tengah,Mei
adriDahlia,2021-06-28 17:30:37+00:00,Vaksin tahap 1 done. Terimakasih @dinkes_kab_bdg @promkeskabbdg @humaskabbdg @humas_jabar @ Lanud Sulaiman https://t.co/Eci9awLgW6,Jawa Barat,Juni
Adhikrisna8,2021-05-28 01:27:42+00:00,@cokderamaa Habis vaksin pertama kok aku kelaperan cok,Kalimantan Selatan,Mei
SYARIEFMH2,2021-06-04 12:09:48+00:00,Vaksin yuk https://t.co/l2snxhwQOo,Kepulauan Riau,Juni
Anjaswisesa_K,2021-07-10 11:38:48+00:00,@borntobestub Aku. Ih dimana mau vaksin disana aja,Lampung,Juni
1qbaaalll,2021-02-27 10:25:21+00:00,Alhamdulillah kemarin udah selesai vaksin 2 kali 🥳 https://t.co/g2c3Tf9mxS,DKI Jakarta,Februari
gustibrewon,2021-07-04 05:08:11+00:00,"Kondisi kelangkaan Dosis Kedua Vaksin Astrazeneca di Kota Kupang harus segera dibantu oleh @KemenkesRI . Rakyat diedukasi vaksin, tapi manejemennya koq amburadul. Soalnya ada di mana? perlu bantuan teman2  @KawalCOVID19",Nusa Tenggara Timur,Maret
pelitabataks,2021-06-20 08:26:10+00:00,Sebanyak 10 Juta Dosis Vaksin Covid-19 Kembali Tiba di Tanah Air https://t.co/rHv4G9Q8RA,Sumatera Utara,Juni
Achonovski22,2021-03-28 07:23:24+00:00,@rhiahnf Kok bs dpt vaksin duluan kak ria?,Banten,Maret
nuzuluddin_64,2021-06-28 11:57:14+00:00,@LydiaHermina Jangan2 jadi tambah muda nih karena vaksin..😁,Jawa Barat,Juni
Siskaarrr,2021-06-28 01:31:48+00:00,"Ayo Sukseskan Vaksinasi untuk mencegah penyebaran Covid-19 
Vaksin Covid-19 Aman Sesuai BPOM dan WHO
Bersatu Kita Teguh https://t.co/c4UsQxIxhU",Sumatera Barat,Juni
TeohPaikLeong,2021-01-22 12:53:25+00:00,@TengkuHaslinda Vaksin yang di cipta oleh Malaysia.This first in the world ' Cannabis Vaccines '....Guiness World Record.,Aceh,Januari
IinIndriawiati1,2021-06-26 01:58:23+00:00,"Susah bener mau vaksin perorangan 
Ada di dome iklanya bikin orang berbondong2 ke sana .
Sampai sana ternyata yg SDH terdaftar dan yg punya koordinator komunitas 
Ealahhh Polda yg bener lah kalau bikin iklan ...
Jangan buat warga perorangan kecewa",Kalimantan Timur,Juni
mhayxoni,2021-06-26 06:51:55+00:00,@kangafeksi Selamat Kak Dirga.. vaksin yg keberapa kak?,Bali,Juni
belaaaahhh,2021-04-27 05:59:20+00:00,@mantanjomblooo Ohh kirain habis vaksin sebulan lagi woyyy,Jawa Tengah,April
SariMita10,2021-06-11 13:01:09+00:00,Tolak Provokasi - Ayo Vaksin!!! https://t.co/Dv6AaetWrq,Nusa Tenggara Barat,Juni
Markusharriyan4,2021-06-28 10:25:59+00:00,@Puskapikcom Bener ? ..buat call center https://t.co/cV45ntdoy8 wa dong buat yg urus vaksin bingung mau nanya kemana vaksin kesannya diputer2...,Jawa Tengah,Juni
Satyadananjaya,2021-04-22 07:18:50+00:00,"@TimpalBali senen katanya dpt, coba di rs bros tadi aku vaksin disana gratis juga",Bali,April
rahayukusumadw,2021-07-09 01:33:18+00:00,"@KawalCOVID19 Bali emang cepet sih, sebelum pulang dari sana aja (sekitar maret) mereka udah buka vaksin buat warga biasa tapi KTP Bali. Semoga yang lain bisa ikutan nyusul.",Lampung,Januari
ErwinChaniago10,2021-05-08 10:29:25+00:00,@jokowi Vaksin Lokal Pak Bos?,Sumatera Barat,Mei
mematchamatchai,2021-07-07 16:15:30+00:00,Masuk akal ga sih efek vaksin jadi bersedih gini huahahahaha,Kalimantan Barat,Februari
shellydevina,2021-04-27 12:32:14+00:00,"Habis vaksin, malah mampir Toys Kingdom. Aku tidak tahan untuk membawanya pulang. Tenang, buat Nambi kok ini 🤣🙃👍🏻 https://t.co/aOABj2Dj77",Jawa Timur,April
ridez_,2021-07-07 22:27:30+00:00,"@thyaoci @ribonk Jogja emang rada sulit ya, vaksin tanpa embel2 bawa lansia, ktp domisili :(. Semoga lebih diperbanyak",Kalimantan Barat,Januari
IndonesiaSehatt,2021-07-09 05:23:39+00:00,"Vaksin Sinovac Suci dan Halal

#BersatuLawanCovid19
#NegeriPulihDenganVaksin https://t.co/eTbu80ZKie",Lampung,Januari
myaleee05,2021-02-27 14:35:39+00:00,@Muhd_Mohsein @nrsyhrhsmsdn Dia bukan xpercaya pakai mask ke.. Why bother nak vaksin awal2 🤣🤣🤣,Sulawesi Utara,Februari
YouNeeddd,2021-06-22 06:45:18+00:00,"Abis vaksin, rasanya badan kek abis di gebukin yak 🤦",Sulawesi Selatan,Juni
SYARIEFMH2,2021-06-04 12:09:48+00:00,Vaksin yuk https://t.co/l2snxhwQOo,Riau,Juni
ambontribunnews,2021-07-03 00:53:04+00:00,"Soal Informasi Pengurusan SKCK dan SIM Wajib Sertakan Surat Vaksin, Polresta Ambon Pastikan Hoax
 
https://t.co/HpfxGPOv7F",Maluku,Mei
ambontribunnews,2021-07-05 02:31:53+00:00,"Mulai Hari Ini, Penerbangan dari Bandara Pattimura Menuju Jawa - Bali Wajib Lampirkan Surat Vaksin
 
https://t.co/KTJXcvWSvh",Maluku,Februari
stellacardosoma,2021-06-21 00:26:41+00:00,"Ayo vaksin dan terapkan selalu prokes 5M.
NKRI Selalu Dihati https://t.co/Y2djlIGha9",Kalimantan Utara,Juni
flxwerrqxeen,2021-06-29 16:45:24+00:00,@nursuhailaaa hang vaksin skali ka wei,Sulawesi Utara,Juni
AbyTendy,2021-07-06 17:10:17+00:00,@KompasTV @lionelbrun0 Jangan2 sales vaksin,Sulawesi Tenggara,Januari
Hidayah_Art,2021-03-17 12:20:51+00:00,"@panah_bintangku Wah udah dapat jatah suntik vaksin ya, semoga proses nya lancar ya mbak",Jawa Tengah,Maret
kabarselebes,2021-07-09 16:48:03+00:00,DPW Nasdem Sulteng Galar Vaksin Covid-19 Tahap 2 https://t.co/50QWgiiH2q,Sulawesi Tengah,Januari
rahmah_irham,2021-03-29 06:05:53+00:00,"Alhamdulillah, 
selesai vaksin pertama. 
semoga ga ada efek samping yang serius :)",DKI Jakarta,Maret
easmarcelinus,2021-07-08 09:03:14+00:00,"Final
Copa America: Argentina vs Brazil
Euro 2020: Italy vs Inggris
Covid-19: Vaksin vs Susu Bear Brand",Kepulauan Bangka Belitung,Mei
alif_lam_ya,2021-07-10 15:57:35+00:00,"Setelah sekian lama menanti tarikh vaksin, esok member sorang ni dapat 1st dose",Sulawesi Utara,Januari
cebicaba,2021-02-12 01:30:41+00:00,bersiap vaksin ke 2. aku siap aku siap,Kalimantan Timur,Februari
myunnur_,2021-07-09 09:04:07+00:00,"@sayonayaaa Klu aku pribadi enggak ada efek demam sih kk,  paling cuma laper aja kak,  soalnya aku vaksin pas puasa 😁",Lampung,Januari
GakLambeTurah,2021-06-08 07:37:03+00:00,"Mutasi virus Corona, kelangkaan vaksin, dan perkembangan wabah Covid-19 menjadi alasan Saudi belum mengumumkan mekanisme penyelenggaraan haji tahun ini,

Dana Haji Terjamin https://t.co/D75xYqb5Ys",Papua Barat,Juni
ms_atiek,2021-01-14 01:29:03+00:00,Dari kemarin ngebahas vaksin dan anti vaksin di 2 grup. Lelah.....🤦‍♀️,Nusa Tenggara Barat,Januari
ansharas,2021-06-24 11:57:36+00:00,Besok rencana ikut vaksin. Bismillah,Sulawesi Selatan,Juni
RuddyDarmawan,2021-04-26 05:58:51+00:00,"Siberian Husky
Stambum
Vaksin
Jantan
Kontak Ani Effendi Whatsapp 081572985289 https://t.co/MkUeQ3qCR0",Jawa Barat,April
mematchamatchai,2021-07-07 15:42:03+00:00,"@77umsrjnh_ Emang uma kapan yg pertama? Kok aku baliknya nanti agustus yeee😶 baru dosis pertama, vaksin sinovac maa",Kalimantan Barat,Mei
miechellinn,2021-02-27 12:03:48+00:00,"@FakeLecturer Daripada dok fitnah vaksin tu, baik bunuh je puas hati zul yahya",Aceh,Februari
pelitabataks,2021-03-02 11:08:38+00:00,"Wajib hukumnya kita berbangga, pemerintah terus bekerja untuk menuntaskan vaksinasi @jokowi

Sepuluh Juta Dosis Bahan Baku Vaksin Kembali Tiba di Indonesia https://t.co/v8c2jr3NxS",Sumatera Utara,Maret
Cak_X01,2021-02-24 07:00:46+00:00,"Setelah DKI Jakarta, vaksinasi bagi tenaga pendidik dan kependidikan ini diharapkan bisa diikuti kegiatan serupa di provinsi-provinsi lain. Dengan memprioritaskan pemberian vaksin kpd tenaga pendidik, Presiden berharap kegiatan belajar mengajar tatap muka bisa segera dilakukan. https://t.co/PQylECv2BS",Jawa Timur,Februari
Hidayah_Art,2021-03-17 15:00:40+00:00,"@Ira_Hamid16 Alhamdulillah udah masuk data ya, semoga semua warga juga dapat vaksin",Jawa Tengah,Maret
famjonz,2021-07-06 04:53:04+00:00,@RRI_Surabaya @KAI121 apkah do stasiun gubeng sudah tersedia vaksin?,Papua,April
lelahku,2021-05-29 04:39:51+00:00,"@pakdhe_mu Iya pra vaksin sedkit ditanya2 s3h riwayat kes3hatan, tensi maksimal kalo l 180harus diturunakan, kalo dibawah itu masih di okekan",DKI Jakarta,Mei
saiaHunk,2021-07-08 09:56:23+00:00,"Berasa lagi long covid syndrome nya.
Padahal katanya vaksin bisa ngilangin long covid.
Lah pernah kena ato enggak aja ga pasti",Kalimantan Barat,Februari
rezkadwf,2021-01-29 07:04:13+00:00,"@sukabirubiru Iyaa makannya pas baca artikel lemes gua kemungkinan bertahan tipis resiko kematian 90-95% makannya semalem gua temenin begadang aja, gua gatau sih kenanya faktor kucing kampung yg banyak juga dirumah dikasih makan / emg fisik kucing gua lemah, karna emaknya hamil sebelum vaksin",Banten,Januari
zuldwinar,2021-02-26 14:55:20+00:00,Semoga semua semua semuanya dapet vaksin cepet jadi bisa naik cawat lagi~,DKI Jakarta,Februari
ayoPutri,2021-07-08 06:40:01+00:00,"Ada teman terbang sama anaknya mau pulang ke Pontianak dari semarang, ditolak maskapai penerbangan karena anaknya yang usia 10y ga ada surat vaksin, ibu dan bapa sudah vaksin, karena peraturan ini ""DIBAWAH 10Y MELAMPIRKAN KARTU VAKSIN"" https://t.co/FJES2hAyJR",Kalimantan Barat,Januari
HumasPkp,2021-07-05 05:41:36+00:00,"Kapolri Jenderal Pol. Drs. Listyo Sigit Prabowo https://t.co/Jl2HEriA0q, meminta Bhabinkamtibmas, Babinsa, pemerintah daerah, dan tenaga kesehatan untuk mengajak masyarakat agar datang ke tempat-tempat vaksin 
#PPKMdanTetapVaksinasi
Sosialisasi Edukasi Masyarakat https://t.co/CrcGMxoQuJ",Kepulauan Bangka Belitung,Mei
Handoko75161314,2021-02-18 14:30:04+00:00,"@Robert_7haan @P3nj3l4j4h_id @heniunique ah bener ya

bukan segolongan

lah kalau bicara golongan

sinovac dari China
trus vaksin vaksin lain juga bukan bikinan golongan si nadir ini

lah trus golongan dia bisa bikin apa..

andilnya pada saat penanggulangan covid19 ini apa

komat kamit itu ???",Bali,Februari
amaliameika,2021-07-10 15:56:59+00:00,"Beberapa hari lalu kan mbak tri dapet jatah vaksin. Yaudah tu dianter sama ibu, ternyata gagal karena tensinya 240. Kok yo isoo kui kan tinggi banget 🥲 akhirnya dalam seminggu ini tensi harus turun. Udah beli obat, aku juga udah beliin semangka timun juga.",Sulawesi Utara,Januari
fakingpusi,2021-07-09 16:22:18+00:00,@pacarmuslamanya @lampungbase Tp kalo ditolak karena ktp bukan balam gimana dong? Padahal vaksin pertamanya disitu,Lampung,Februari
Siskaarrr,2021-06-26 02:17:46+00:00,"Disiplin Atasi Pandemi
Ayo Sukseskan Vaksinasi - Vaksin Covid-19 Aman Sesuai BPOM dan WHO https://t.co/HsRVWkDae2",Sumatera Barat,Juni
juliaesterstepa,2021-06-28 03:12:18+00:00,vaksin 2,Aceh,Juni
ScorpionDude5,2021-07-09 18:10:38+00:00,"Bahagianya babang Beckham, negaranya udah bs nonton Wimbledon lsg dilapangan dan bebas masker. Sementara Indonesia masih ribet dgn yg nda mau vaksin plus yg nyebar2 hoax 🤦🏻‍♂️ https://t.co/ziwGoEK4Bx",Sulawesi Selatan,Januari
bumagda_,2021-05-29 07:34:18+00:00,"Update 1x 24 jam pasca vaksin Covid-19 menggunakan Astra Zeneca: Tidak demam, tidak pusing/lemas/ngantuk. Sedikit badan pegal dan sakit, di area bekas suntikan masih sakit. 

Ngga ada perubahan signifikan yang terjadi, sih. I feel good :)",DKI Jakarta,Mei
NKRISAMPAIMATI,2021-01-29 18:31:01+00:00,"@AhYanuar @masgung1973 @122_pratama @TirtoID @jokowi Pak anda pakai kata ""Indon"" apa maksudnya? Anda orang Malaysia kah? Kalau anda Malaysia apakah anda iri dengan kami, sebab Pemerintah China lebih pilih Indonesia kasih vaksin drpd ke Malaysia. Mentri2 dan Diplomat negara anda kurang gesit.",Kalimantan Tengah,Januari
deeanvet,2021-03-28 08:27:50+00:00,"Dari semalam badan demam, menggigil dan kepala sakit...
Begini amat efek vaksin.
sakit semua badan ini...
butuh min yoongi nih...
@naunyanOinkOink asupan kebahagiaan dong",Jawa Timur,Maret
panggilajasofii,2021-04-21 11:19:28+00:00,ini saya habis vaksin kalau jalan kek sudah minum 10 botol amer alias oleng tsayyy,Sulawesi Selatan,April
eskopimu,2021-05-29 05:40:33+00:00,@bebekgorengg_ Vaksin yang lain aja,Banten,Mei
depotairhayuplw,2021-03-28 03:13:15+00:00,@jokowi Semoga vaksin tdk d slh gunakan🙏🏼,Sulawesi Barat,Maret
Cahaya39710020,2021-06-01 16:42:07+00:00,"Vaksin efektif lawan Covid-19. Dukung vaksinasi untuk memutus penyebaran Covid-19.
Indonesia Tangguh https://t.co/LMchwjixpn",Kalimantan Utara,Juni
iindiirraaa,2021-04-18 13:45:12+00:00,Disini ada yg blm di vaksin gk sih ? Serius nanyakkkk,Bali,April
sskyxvii,2021-01-28 04:10:21+00:00,Y'ALL HELP ME gimana caranya ngomong sama orang yg ga percaya vaksin supaya percaya vaksin???,DKI Jakarta,Januari
bugismanis1,2021-07-07 00:43:36+00:00,"@AcengGondol Qw vaksin sinovac kmaren, alhamdulillah gaj ada efek berat seh smpai detik ini, kmaren pasca vaksin cuman ngantuk n lapar aja, alhamdulillah hari ini gak ada efek lgi",Sulawesi Tenggara,Januari
bangzul_ntb,2021-01-13 15:23:29+00:00,"Insya Allah besok tgl 14 Januari 2021, kita di NTB akan memulai pemberian perdana Vaksin Covid 19... https://t.co/0Iu1vrIjQy",Nusa Tenggara Barat,Januari
syafiqjamil,2021-01-23 04:22:27+00:00,"Otw balik rumah kena lalu roadblock.

Polis:Dari mana bang?
Aku:Baru balik pejabat cikgu
Polis: Kerja mana bang 
Aku: Veterinar cikgu
Polis: Tu baju gantung nk rentas daerah (muka serius)
Aku:Tunjuk surat.Saya pi vaksin lembu cikgu.Busyuk2 peluh tukar baju cikgu.
Polis:okay jalan",Aceh,Januari
OjoLsuroboyo27,2021-02-27 15:59:27+00:00,"@anindyastina @sbyfess yaa semisale pengen memastikan.
3 dino sebelom vaksin coba kordinasi sama nakesnya sing nyuntik..
bee iso dibantu liat jadi otg apa enggak..",Jawa Timur,Februari
PolsekPlaju3,2021-03-26 02:23:05+00:00,"Payoo,..

Kakek,Nenek
Mang cek,bikcek 
Lindungi Diri dan Keluarga Dengan Suntik Vaksin COVID-19

Segera Datangi Puskesmas Terdekat.
Sukseskan Vaksinasi LANSIA.

VAKSIN COVID-19
AMAN DAN HALAL
.
.
JAGOAN PALEMBANG
JAGO PALEMBANG!
.
#polripresisi
#PolisiDulurKito
@irvanprawira https://t.co/CGTs2N1CAH",Sumatera Selatan,Maret
pelitabataks,2021-06-05 00:25:03+00:00,"Selain Sinovac, WHO telah menerbitkan Daftar Penggunaan Darurat (EUL) untuk vaksin AstraZeneca, Pfizer, Moderna dan Sinopharm. https://t.co/x7uM44FCN7",Sumatera Utara,Juni
yuridaakbarr,2021-07-09 14:54:23+00:00,"@KemenkesRI Sertifikat vaksin ibu saya tidak muncul, sudah menghubungi via telfon dan email tidak ada jawaban. Tolong beri solusinya min. Terimakasih",Lampung,Februari
OjoLsuroboyo27,2021-02-27 16:04:01+00:00,"@anindyastina @sbyfess mestine bisa..
kmren adekku vaksi 2x. beberapa dino sebelom vaksin iku di cek kesehatane..",Kalimantan Tengah,Februari
dico_harefa,2021-03-16 20:46:35+00:00,Kalau sya posting karena tujuannya bukan mau show off tapi mau mendukung dan meyakinkan bahwa Vaksin Ini Aman dan Semangat untuk kita sukseskan🙏🏼.. so far tdk ada keluhan yg signifikan dan siap utk Vaksin Ke Dua https://t.co/mYsDTaBIny,Sulawesi Selatan,Maret
Okta04101990,2021-02-18 09:20:47+00:00,"Ayo Kenali Manfaat Vaksin Covid 19
.
#HumasPoldaKepri
#PoldaKepri #Multimediapoldakepri #Adaptasikebiasaanbaru #LawanCovid19
#Kepri
#Indonesia #DisiplinBersamaPolri
#Polripresisi https://t.co/kPe0cuxNSF",Riau,Februari
Mawar29520940,2021-06-05 01:28:04+00:00,"NKRI Dihati

Melahirkan vaksin adik sanak https://t.co/dhsDw4tc2i",Bengkulu,Juni
faujeek,2021-06-29 14:53:58+00:00,"Emang gembar gembor jualan vaksin, vaksinnya di jual ya ?",DKI Jakarta,Juni
RareDarL_N,2021-07-08 09:10:24+00:00,"@lilmillionlilly 5 agustus beb...
duh ini lenganabis vaksin ngilu yeh 😑",Nusa Tenggara Timur,Maret
LaksanaAzis,2021-01-22 00:36:26+00:00,@Wilujengg1 Ya moga ndang di vaksin,Jawa Tengah,Januari
nama2buah,2021-07-03 07:05:01+00:00,@ummufat1 Singanya mungkin abis di vaksin😭😭,Gorontalo,Januari
PujaKus11405675,2021-01-25 05:52:24+00:00,"Kapolsek Nguntorodi AKP Aman Margono SH bersama Forkopincam Kec Nguntorodi memberikan simbolis Vaksin Covid 19 kepada tenaga kesehatan puskesmas Nguntoronadi 1 dan Puskesmas Nguntoronadi 2,Senin (25/01/2021). https://t.co/kwKdYr8xft",DI Yogyakarta,Januari
titinsuryono,2021-03-27 14:23:56+00:00,Ada yg bisik bisik d samping ku mami mami Sdh d Vaksin KH hhmm mmg klw Sudah knp klw belum kenapa @Kony😀bgus klw Sudah mami biar Nekes jg klw DTG Sehat tidak ada Corona 🦠😷👋🙏  yg ikut  (kata  Jessi Loh ini ),Sulawesi Tenggara,Maret
poteker_dimas,2021-02-02 15:47:30+00:00,@actorPryanggy Lha ini mungkin ada kaitannya dengan vaksin atau bisa juga nggak. Langsung besoknya meriang batuk-pilek demam 😷,Kalimantan Timur,Februari
Suryono46350704,2021-06-11 13:12:15+00:00,Tolak Provokasi - Ayo Vaksin!! Pemerintah Indonesia Telah Memilih Vaksin Yang Aman Bagi Rakyat Indonesia https://t.co/3ANQTUuZAF,Nusa Tenggara Barat,Juni
bayu_bs07,2021-04-29 16:21:58+00:00,"BUBARKAN SATGAS COVID, CABUT ANGGARAN COVID, STOP WAJIB MASKER&amp;VAKSIN. HIDUPLAH NORMAL, KEBIJAKAN PEMERINTAH LEBIH MEMATIKAN DARI COVID YANG HANYA BISA MELARANG TANPA SOLUSI. @KawalCOVID19 @jokowi",Sulawesi Utara,April
TauQuaurus22,2021-05-29 06:02:15+00:00,@ibstraw_ Pake vaksin apa duluu??,Bali,Mei
Mirdasptn,2021-07-10 12:31:23+00:00,"@hibooran Waktu vaksin pertama gak ada rasa apa apa pas di suntin dan ga ada efek apa apa setelah nya, ga ngantuk ga laperan dan ga pegel juga, sehari setelah nya baru deh bekas suntikan nya berasa agak nyeri pegel gitu. Nah waktu kmren vaksin ke 2 nya  itu pas di suntik aja udh brasa skit",Lampung,Maret
YustinaSari_Ina,2021-01-14 04:36:12+00:00,Lagian kenapa ga minta artis lain cem Reza Rahadian atau Nicholas Saputra aja sih yg di vaksin duluan 💁🏻‍♀️,Kalimantan Timur,Januari
